combined,sentiment
The food is really good as usual though I would say it's on the pricey end. Service is professional rather than friendly.,4
Decent coffee options,4
Nice environment,4
"It's a classic bakery and salad sandwich place. Good for lunch time, and if you're looking for birthday cakes for your colleagues. The chocolate fudge cake and the carrot walnut cake are both very yummy and fairly priced. …",4
"For lunch - salads, wraps, soups and and sandwiches are available. Other usual bakery items and coffee available all day long. They also offer complementary bread varieties for free with other purchase. Nice ambience in the place.",4
So far it has become one of my lunching place as my workplace does not have much salad choices.,4
Cedele Bakery Café at Mapletree Business City has good salad and sandwich options. It is perhaps the overall healthiest option in MBC at the moment if you care about knowing what you are fueling your body with. …,4
I usually go to this outlet to get cakes for birthday celebrations. They always have some options available and most of them are really good. A whole cake costs around 55 SGD and they will provide you cutlery and candles.,4
Nice place to have coffee in a garden environment. Cedele is a restaurant with the salad base with 4 toppings is $8.80 with a nice Ceasar dressing or any other dressings.,4
"We come here for quick birthday cake fixes, and to get cakes and soups as and when necessary. It has reached a point where people in my team will say ""Cedele cake like not sincere"", but it's still the best option amongst what you can get around MBC and ARC area.",4
Nice cosy coffee shop with a ngood selection of sandwiches and cakes. Slightly limited in seating.,4
"Healthier choice around the business park. Mix and match salad, sandwich, cake and cofffee.",4
Peppercorn pastrami sandwich is delicious.,4
Work here. Food is decent.,4
Good nice,4
"(Translated by Google) Good choice of sandwiches and salads. By cons, the air conditioning turns the place into a fridge ... …",4
I like carrot cakes the most among the rest. Sandwiches are also good. Though it is a bit expensive.,4
"being a cedele member, it's my go-to place. like the salmon sandwich thin and the vegan burger options. salad is meh. for cakes: red velvet, carrot walnut and matcha chocolate cake. for cupcakes: peanut butter and pandan cupcakes . their apple and pear crumbles are great too. good place for a dessert lover like myself.",4
"Served by two friendly n warm staffs.
Define a nice and quiet space to enjoy some personal time during the weekday. The sandwich portions were generous and ingredients used are fresh :)",4
"Good selection, quick and good service.
They have mince pies and other snacks for the Christmas period.",4
"Nice bakery and cafe. Only issue is their salad choice has additional cost unlike in the past when we can choose from the whole spread of dishes. Add one or two dollar for a certain choice, the sum can stack up. …",4
"Cedele is a bakery cafe located at Velocity, Novena Square. Conveniently,  it is placed almost at the entrance/exit to the mall making it almost impossible to be missed. In addition, commuters travelling by train have an immediate exit …",4
Loved the rye sourdough and cranberry scones. The rye sourdough is hard to get hold of and sold out very quickly. Nice place for dining in with a wide selection of salad and sandwiches.,4
"Have been to this brand outlet before at other place.
Managed to enjoy a little chill time over coffee with colleague to chilled off after a on-site event nearby this outlet. …",4
"Enjoyed my vegan salad bowl. $11.90 for a medium-sized bowl that comes with 2 choices of base (greens/cauliflower rice/quinoa) + 2 servings of protein +4 toppings. Falafel is the only protein option. Generous portions and very filling. With soup, it costs $15. Overall, pleased with taste and portion.",4
"This breakfast was a small one which cost 8.50. Enjoyed the fresh croissant, scrambled eggs n 2 pieces Of rocket leaves. Bacon was over cooked. Very spacious but empty at 0830 (I wonder why?). Staff looked like they did not want to be …",4
The ondeh ondeh cake was pretty good. Have eaten at several Cedele branches over the years & so far I have had positive experiences. I do miss the pizza scones that they used to make.,4
"Their standard drop on the gourmet thins were not crispy as many years ago that I have ate. The skinny flat white is moderately good, coffee taste was still alright.",4
"The cakes are really wholesome and good.
The chocolate cake is light letting the chocolate be the star of the show.
Not sinfully sweet or unctuous , with the tinge of bitterness of dark chocolate. …",4
"I would like to give a 5 stars review to the employees at the outlet, especially Jon.  No matter how busy they are, always serve customers with a smile on their face. Excellent service and patient.",4
"I come and have breakfast at Cedele most mornings. Food is good and not to badly priced.
I find I get good service and the ladies are great. …",4
"Staff were polite, healthy food and wide selection, only thing is seating space limited, crowded during peak hours.",4
"Enjoyed their Chai latte. Those who dont want sugar , good place to drink chai latte. Their chocolate latte is a bit on the bitter side. Yuzu Cheesecake is flavourful and is not that sweet but is slightly on the expensive side:$7 per slice",4
"Always crowded and hard to find a seat during lunch time. Price is on the higher side. Salad is quite popular, pretty tasty and filling.",4
"Besides the outlet at Raffles City, this is another Cedele outlet that I frequent. I like that it is spacious and more open. The bakes are also placed very cleanly rather than haphazardly. Service can be a little slow, even though I usually …",4
"A great place for breakfast,  usually crowded in the morning. Strategic location where it near to MRT entrance, you can easily spoted Cedele. …",4
"Nice cafe at Novena serving artisan foods - made from scratch. Good quality foods and coffee. Service is friendly, and cafe is clean and tidy",4
Nice atmosphere and fairly friendly staff. Really lovely all day breakfast which is well balanced and bit heavy meal. Good start to a big day.,4
"Cedele Bakery Cafe @ Velocity Novena Square 2
Nice healthy pastry and berverage. comfortable setting and nice service staff. …",4
"I hesitated to review but I'm worried they remove the cake flavour so here goes: matcha cheese cake + osmanthus jelly is the BOMB!!! So good, I can eat 1/2 of the whole came and yet I forgot to take a photo. My family liked it as well as is not too sweet & the jelly is refreshing. I hope Cedele can keep the flavour permanently.",4
"Cedele Bakery Cafe, a cafe that is known for its bread and cakes, is a nice place to have breakfast and coffee. Cedele is always bustling with customers especially tourists at Novena branch. Price is reasonable especially when you order set …",4
New layout seems good. Order was fast. Lemon bar is the best item in bakery,4
"been a cedele member for as long as i can remember, it's my go-to place for meals. i like their sea bass, burger, salmon sandwich thins and the vegan burger options. salad is meh. for cakes: red velvet, carrot walnut and matcha chocolate …",4
Reasonable serving of salads and one of the staff by the name of vidyya very professional and polite. To viddya thank you for the great service.,4
"My kids love the awesome cakes.
However, staffs need to be more sensitive towards patrons.",4
"Cedele has delicious cakes; it's hard to beat their carrot cakes.  Good soups , coffee and sandwiches too .",4
"They serve healthy food that is always fresh and tasty. Their service is good too, food is ready fast.",4
A little pricey but food is absolutely delicious! Decent and friendly staff too.,4
"They are selling eggless ice cream in containers. Is good, especially like vanilla and strawberry flavors",4
Cozy place with a good selection of freshly made wholemeal breads. Add a large cup of coffee. Yummi!,4
I always loved their gourmet sandwiches but they have reduced the size same price,4
Awesome bakery with good options for light meal or morning brunch.  But can be crowded in afternoon.,4
Basil pesto chicken wrap is delicious,4
I usually only get the soup. It's good and it's nice that you can take as much bread as you want.,4
Nice and quiet place to take a break. Staff are friendly too.,4
"Great salads, soup and coffee. Nonetheless staffs are not the friendliest.",4
Great place to catch up and chat with friends. Loved the cappuccino :) service a little slow but very friendly service staff.,4
They serve early and breakfast meal is good.,4
Nice salad and sandwiches � …,4
"Nice cakes, good value on coffee + single slice cake deal.",4
Good service and food. I like their flat white!,4
Love the salads. Service to be improved though,4
It is a good option for quick and healthy lunch.,4
Good wholesome food in a good location,4
The  savouries the bread the salad and conveniently located,4
Cedele soups and breads make a good lunch!!,4
Still waiting for the moment to seize the Alaska icecream...,4
I like their rice salads.,4
Good location for meeting up!,4
"Fine dining, healthy meal",4
Expensive but unique..,4
good tea，good place。,4
Good vegetarian options,4
Nice cofee,4
Good.,4
Nice breakfast,4
Good testy food,4
Pricey bakery,4
"Friendly staff, delicious bakery and yummy matcha latte.

Cant ask for a better combo",4
"(Translated by Google) The bread is delicious and the sandwiches are good too.

(Original)
面包好吃,三明治也不錯.",4
"Had my ham & cheese croissant for breakfast here and it was delicious.

Price was $5.50 which was expected for a business/office area. Overall good experience.",4
Good spot for a quick fix lunch. A no fuss menu with plenty of options and fast turn around. Sandwiches all made on the spot and to order. Plenty of vegetarian options available,4
Nice pull pork sandwich,4
"1st visit ★★★★★
A bit pricey, but the taste was really nice. Not only the ingredients inside, but also the bread!!! …",4
"Outlet is now situated in B1 of Paragon shopping center. Sits approximately 18 pax. Serves limited hot food (soup), sandwiches, and cakes. Cedele is more well known for their sandwiches in the past. Went to try their cakes in Dec20 and regret to say that all tasted overly sweet. Service crews were friendly, serve time was fast.",4
Often overlooked as it's tucked away at the back of L1 in Paragon. Quiet place for lunch unlike most of Orchard Road.,4
"Cedele at Parkway Parade is like the old workhouse when it comes to filling the stomach. It is situated at Basement 1. The interiors are functional in design. Customer service is good. Apart from the wide selection of bread, they offer …",4
"The slogan/motto of Cedele states: Eat Well. Be Well.
Perhaps, the merchant and it's staff need to add a few more for themselves to act on: Serve Well! …",4
"After some shopping, just dropped by Cedele PP for tea. Wide selection of cakes. The middle-aged Chinese female staff (auntie) recommended their carrot cake and latte - a teatime offer. I ordered exactly what she recommended. Nice fresh …",4
"4th review dated 14th August 2022 Sunday for late lunch.

Good overal experience. Staff generally helpful & friendly. Score 9/10. …",4
"Updated Dec 2021. Well organized for Covid, prompt service, good quality burgers and soups.
Earlier review from 2018 - Seems like they have a new menu. Reasonable …",4
"Looking for something healthy. Instead of just having sandwiches, how about trying the dishes at Cedele. Expect a new menu that still conveys our dedication to using the finest ingredients to craft meals that will satisfy and nourish your …",4
"I did not expert it but this is actually a really good lunch place, the poached eggs on toast with smashed avocado was great and so was the gado gado salad. I was particularly happy with the coffee, very pleasantly surprised. Interesting is that it seems to be very popular with locals.",4
"There r much more choices than next door kraftwich, taking into account healthy eating, many whole grain and carb alternatives to choose from. …",4
"Healthy menu items at Cedele, with nice pasta dishes. Menu was recently refreshed in early Sep 17.",4
Tucked in a corner at parkway parade basement bear to cold storage. The usual services and food from the cedele chain,4
Food and drink is fairly nice. Really enjoyed the Chicken Caesar Salad they had. Is pricey though but that is as expected of a cafe experience. …,4
"I really used to enjoy myself at cedele. food had good portions, fresh, high quality ingredients. …",4
"Food is delicious and reasonably priced, with amply sized servings. Staff are friendly and helpful. Even allowed us to rearrange tables into unconventional L shape to accommodate our crowd. However, one shortcoming, and that was coffee …",4
Food is pretty high quality for a bakery. Prices on the high side.,4
Good vegetarian option. Reasonable price..,4
"Food is consistently good and staff is generally very warm and helpful except for some of the older staff, especially at the bakery side.",4
"Good food and fast service. Free tap water. Free flow of bread. Net pricing, no ++.",4
Very nice. Especially love the tofu salad. But food is too oily.,4
Friendly staffs and reasonably priced food,4
"Lots of vegetarian options, clearly marked.",4
Good healthy food!,4
Food was good,4
"I love the bakes here! Not so much the cakes which I find too pricey for such a small slice, but their other tarts and bakes are delicious!! My usual order would be their strawberry tart and apple crumble. The lemon lust is good too though …",4
"food is good as it is in every Cedele, healthy and tasty.
The staff could be more well prepared, they have a lot to do because the place is always packed, but we notice that the tables could be cleaned …",4
"Not bad for healthy set lunch, many choices, come with a soup of choice and salad. Tried tofu egg wrap, basil chicken flatbread and portobello mushroom beef burger, still prefer the flatbread. Crispy flatbread with chicken breast and cheese. Mushroom soup can't really taste much of mushroom.",4
"I tried the chocolate truffle cake, which was recommended from a website I looked at for top bakeries. It was delicious! It had a rich, chocolatey flavor and the very small bottom layer is shortbread, which was a nice touch. This is the only thing I tried, but I would recommend!",4
"The cedele here has good ambience. Their truffle fries are flavourful and crispy. Their cakes are delicious and light, not too heavy but still flavourful. The red velvet cheesecake is great for a sweet tooth!",4
"The staff is always very friendly and patient.  The cook said ""enjoy my lunch"" when I pickup my food from the counter.  I have to say that the City Hall outlet has the best Grilled chicken pesto thin.",4
"I really like the spinach bread. But I could not find the other tasty bread nowadays, it's a pandan coconut flavour bread, the same bread with raisin flavour still exists, but this pandan one is gone, it's really good though",4
"It's a nice place for a meal, looking at their menu. The beverages and cakes is what we had. Good quality cakes and will go again. I like the location as it's easy to find.",4
The way to a lady's heart is Cedele's. After errands on a Saturday.,4
Ordered my Walnut Carrot cheesecake taste not that bad 7/10,4
"Recently renovated. Americano, cappuccino and black forest cake @ Cedele. Americano coffee taste is mild and not acidic. Black forest cake is nice.",4
"Surprisingly good burger albeit slightly pricey in a cafe which is more known for its bread and salads. While surprising, note that the patty is still a little dry, and the caramelized onions were too sweet and hence a bit out of place. Still not a bad option to have as a fallback however.",4
Good place for breakfast / lunch / tea time / dinner.  Variety of choices for you. Cake and bakery and quick meal sandwiches as well.  worth to try.,4
"Cedele@Raffles City, B1 always gets extremely busy during lunch time and its difficult to find seats. Free bread is available when you ordered soup and it's being served by the staff( its different from Cedele@novena. Same again, staff, …",4
"Soggy oil laden “truffle fries” with no truffle
Bland latte and decent cakes. …",4
"No longer working in that area but i still drop by for lunch/dinner and tea break once a while. It is commonly known that Cedele serves quality food and some of their selection is organic and responsibly sourced. Staff are friendly including Siti, Qingyi and their chefs.",4
"Very delicious curry vegetables and frilled fish meal, and my friend enjoyed her burger too. Portions were just nice.
Nice, cosy, and quiet (lunch time on a weekday); only downside was that they took a while to take our orders and seemed a tad understaffed.",4
Always the place for a quick bite on the run. Yet food is always good and with wide varieties. Service is okay but best you know what you want before joining the lunch queue. …,4
"Food a bit oily , garlic was a bit raw but overall tasty",4
Am here at Cedele Raffles City.  Noisy crowd and full house but floor staff of 3 led by Sara are doing a great job of systematically serving and clearing tables. Well done!,4
A chill place to relax with friends and catch up on lost time. The cake here is decent but I wouldn't say it was the best. Staff here are friendly and take orders quickly.,4
A good choice for healthy food lovers and selection of cakes.,4
"Friendly, good customer services especially the chinese lady with short pony tails 👍🏻👍 …",4
"Cool place to have a chat, a cup of coffee and some pastry.",4
Good coffee and cake. Hard to fault! =),4
"A good coffee corner on the third floor of Raffles City Shopping Centre, to catch up with friends. A little pricey.",4
Good for coffee and dessert,4
Good n healthy salad,4
"Good Ambience ,good food❤� …",4
Good,4
Good place to relax👍� …,4
Good Vegetraian options.,4
Reliable food and usually can find a seat,4
Cozy place. Comfortable and serves delicious meals.,4
Tasty cakes.,4
Can be a quiet place to think over a cup of coffee,4
"Clean, large Cedel outlet located just as you enter the building. Easy to find seating at a large table. …",4
Good location and place to meet up over a cup of coffee,4
"Absolutely love their Chocolate Matcha cake however it's been really difficult to make a reservation for their cakes through their hotline. Due to our unfortunate situation, we would always need a last minute reservation and would alway …",4
"Pleasant environment. Healthy, wholesome but yet tasty food. The beetroot avocado sandwich in the picture is a must try! I have never tasted anything like this before. Price is reasonable (<$20) with no service charge. Not to forget,  the staff are friendly and helpful in answering your queries on their menu.",4
"“Very rich cakes, but prices are a tad steep”

The cakes are very flavourful and pack a punch in each bite, which is the way I …",4
Had lunch at Cedele. Multiple vegetarian options which were all delicious. Prices are perhaps a bit higher than they should be.,4
Back again for a coffee break after lunching at nearby green dot. Another place recommended for their carrot cake. Ordering took quite a while as it was lunch hour. They served really good cakes.,4
"Place is small but quite comfy, they provide baby chair which is a plus point. I ordered burger, taste nice, and good portion size. I personally love the burger bun, which was recommended by their employee.",4
The strawberry tart and matcha chocolate cake are my recommended to eat. It seems they are short handed. A little messy at the counter.,4
(Prices in last photo) Sunday brunch - can always count on Cedele for a cup of aromatic flat white ☕️ and healthy meal � …,4
Nice cafe to chill out and have a coffee or a pasta. Really crowded on Sunday due to church but pretty alright any other time.,4
"Nice place to chill and have a good time with our friends, associates. The turmeric honey taste is very interesting, and quite invigorating.",4
Cakes here are good however not the cheapest. Red velvet is my all time favourite.,4
"Very cozy place. Cake was on the more expensive side but was amazing. Recommends the carrot cake with walnut! Most cake have cheese cream in them, so if you're a cheese lover, this is a place for you.",4
"This is one of the smaller branches where there is a smaller menu. But you can still get the soups that they are great at, as well as freshly made sandwiches, wraps and pastas. Make room for the breads and cakes.",4
Nice food. Variety of selection. Eat clean. Crowded as expected,4
Nice little bakery cafe. Can get busy around lunch.,4
Cedele is always a nice place to dine in. There is indoor and outdoor. Though it is more cramped than other outlets and there is an echo which I feel others can hear your conversations.,4
"Healthy and yummy food, nice and fun menu. Gripe is that the burgers are really overpriced. Just a bit more substantial than a sandwich and with a few leaves on the side, but twice the price.",4
A nice place with various healthy food to choose from. Unfortunately limited numbernof seats available inside the store. However there more seats outside the store. It is near the road path to the car park so at peak hour may experience …,4
Pretty standard. Cakes extremely sweet,4
Healthy café with several chains across Singapore. The food is pretty good across the board – some favorites are the grain bowls and soup with bread. Pastas are ok as well though a bit too saucy. …,4
Pretty good coffee and the walnut carrot cake is awesome!,4
"2021-05: Always like Cedele, maybe not as pretty as some other bakeries selection, but they have the taste right, especially their cakes....and thats more important for me.",4
All are nice..felt the service could be better,4
good location with nice big glass windows. The salads that are served at some cedeles are not served here as it is a smaller outlet,4
"Healthy but tasty good food. Always reliable. Except that $18 salad is too little, I'm already hungry in 2 hours, and I'm not even a big eater. � …",4
Decent place for tea. Theor cakes always good.,4
The food is expensive but very good quality,4
Good service and cosy ambience.,4
Good. More pastry variety better,4
Food is a bit expensive and very healthy. Good coffee and delicious cakes and pastries.,4
"Cedele sells my favorite cakes. The outlet here is quite chill, and usually it doesn't take a long wait to get a seat...",4
Cozy place that smells of baked goods,4
Good food and service.,4
Coffee is good. Wide selection. Freshly brewed. Lots of varieties of bread.,4
"Delicious food, somewhat pricey. Service can be improved, but overall gd experience.",4
Closed shop 9.30pm... Affordable cake and bread... Good for western people,4
Nice bakery. I had bought Cheese Scallion Scone and it was really nice and just taste fragnant.,4
"Good coffee, reasonable prices, good range of western style breakfasts.",4
Nice place for lunch .... I liked it bcos they have a healthy menu.,4
"Decent cafe food, drinks with very friendly staff.",4
Nice cake,4
Nice ambience like before Covid time.,4
Nice place to take a break,4
Good quality food but on the pricy side.,4
Good place to chill. Nice coffee,4
Small place but wide variety of dishes.,4
Friendly service,4
Good selection of nice cakes,4
"Nice cosy place for a cuppa, and a cake",4
Staff were very friendly and attentive.,4
Their cakes are good.,4
Was at Cedele for lunch after church service on Sun.,4
Cosy place to have coffer,4
Having coffee after lunch....,4
Nice pasta and wrap,4
Nice food and fresh,4
"Food quite decent in their taste. Ordered the pesto chicken thin wrap and sea salt cheese cake.
Chicken very dry cos is breast meat.  Could be more tender will be good. Environment a nice cafe to relax and have a cup of latte.",4
Clean and not crowded. Their foods are around average. I value they have variety selection of cakes and bread loaves.,4
"I was here with family for early dinner yesterday. Staff was very pleasant and caring. Ordered all day breakfast cheesy egg sandwich. Didn't realized bacon was in it as not stated in menu, staff not only replaced it but gave us additional …",4
"Good ambience
Food is alright but coffee can be better",4
"Good quality food... ordered a Bagel with Spinach Cream Cheese at $5.50, a DIY soba bowl with 2 protein & 4 toppings at $10.80 plus a nice Roasted Cauliflower Soup (add $3+).  Quite promptly prepped & served.  The only thing I didn't quite …",4
Good option for healthy food fans :) salads start from 10.50,4
Most of the cakes are actually pretty nice. Agreed with most of the reviews on service.,4
"Only 4 stars because efficiency is BAD stood at counter for 5 mins and no one served me, but there were lots of staff just hanging around, maybe they are “busy” with something, but they were standing around so how busy are they? Not really. …",4
"Their salads are really good, especially when it has fresh crunchy leaves and different plant-based options to choose from. Definitely worth the money as the portions are decent in size.",4
Nice food,4
As a fan of Cedele Bakery - I also like the food served at Toss and Turn at the Vivocity Branch. …,4
Has healthy options which I like. Good coffee paired with a delicious cake. Service could be better,4
Like the salad bar here. Generous portion for price.,4
Was looking for healthier food but only the protein option is warm. A Good place for salad lovers.,4
Like their salad. The most worth salad I have ever eaten. But somehow the quality is not as good as their ION Orchard branch.,4
Good healthy food ...could do with more variety...the pork was good ...service could improve a bit,4
Healthy food doesn't mean its not tasty. nice place to go.,4
Good size servings and a lot of choices including hot dishes.,4
Good service and spacious place. Willing to give customers more sauces.,4
Nice coffee and sandwich,4
Good food .very calm admosfare,4
Nice fresh sandwiches but a lil pricey!,4
The amount of seating space is good and sufficient for its customers.,4
Good value salad and ingredient selection,4
"Fresh and tasty. Portion is rather big, can consider sharing!",4
Good food. Crowded during lunch time,4
"Good food, a little pricey..",4
Healthy food. Nice and cozy ambience..,4
Nice good quality cakes and buns,4
Clean food ok taste ;),4
Nice food. Healthy choice,4
Good service rendered by Katherine,4
Good food.,4
Nice salad and bread,4
Good veggie options,4
Salad,4
Healthy food,4
Ordered brunch menu and the only available option was the Chinese New Year set. Good variety of food. Cakes remained the highlight of the platter. Probably the most standout dish was the fried beancurd. More of Chinese patron I would think. Sausage was western kind. A little to Asian type would be better.,4
"The restaurant is not too crowded during weekends lunch time. The all day dining selection was great, we had Full Plate, Ribeye Steak Burger and Warm Apple Blueberry Crumble Tart. Full Plate was nice because the sausage and scrambled egg …",4
"The French chocolate latte was really great and we tried the super green omelet and the Avo on Toast and both were really good but sort of felt they would have added a  little bit of salt to the dishes.
The ambiance was great and the staff were really friendly.",4
A nice and quiet corner located on the 3rd level of Wheellock Place. I was there for high tea and the aet we ordered is good enough for 2 people. The cakes on the high tea set is delicious. The 2 burgers with grilled chicken with the sauces …,4
Quiet place during dinner. Service was good.  The Serving on the food was huge and my first time goings....,4
"Staff were courteous and helpful, automatically refilling water glass and providing recommendations. Strawberry tart shell was a tad soggy.",4
"My wife and I are the regular customers here, we come here for lunch or tea and cakes. We like to come here is because beside the ambience, the service staff here are very friendly and hardworking. Especially the two ladies, Sook Kuan & …",4
"Friendly staff, good quick service. Had the Big Breakfast Plate for brunch. The sausage, salad, scrambled eggs and sourdough toast was nice.  Especially liked the fresh juicy cherry tomatoes on the stalk, burst in your mouth.  However can …",4
Quiet place for cakes and coffee. Place is bright with natural light. The big windows makes the place bright. Giving it a very good view while enjoying ur coffee and cakes. Both day and night will give you a good view. Recommended if you wan a place to read or have some quiet time,4
"The cheese cake was tasty 😋
Ambiance was cozy, good place for Bonding with friends  …",4
A good place to hv a tasty healthy meal without the crowd.  The prawn salad plus avocado & accompanied by Mushroom Soup makes for a good feel evening meal .,4
"I liked how they serve the bread (it's mostly self bar) and soup was good. They sereve the spaghetti as al dente, so if you want over boiled than that, you should ask them first. Also they have bruch menus like pancakes.",4
"Today we needed a late lunch Cedele has always been good, today did not disappoint. I had the steak burger NZ rib eye and the bun good quality bread and toasted properly. I liked the salad. The dressing and pumpkin seeds really worked.",4
Love the food here. Service can sometimes be a little slow due to lack of staff.,4
"Quiet Cafe in the orchard area. it has lots of seating area. I had an excellent red velvet cake (right level of moisture) and a tumeric honey latte (very interesting). They have other pastries, desserts and drinks options. A great place to seat and relax for a bit in the busy area of orchard road.",4
"Love the bread and coffee here.. only thing is I do not like the wheat bread that was served with my burger..
Even though is a healthy option, I would prefer a plain old burger bun.. …",4
Cosy environment with delicious high tea set for 2,4
A nice and quiet place for brunch or tea time. Staff are friendly and services are prompt.,4
Nice and cosy ambience.  Ordered rosemary chicken for the first time and it is REALLY good. Would def go back again to try their special Christmas high tea which looks really instagramable.,4
Nice place for dinner at cedele! The pork loin is tough though.,4
"Very quiet on a Sunday morning, Full Plate breakfast was good as was the other items we ordered. Very good English Breakfast tea. Quite expensive but enjoyable.",4
"They have a set meal: soup, mains, and dessert for S$28++. I had a mushroom soup, pasta with fish in lemongrass sauce, and two scoops of ice cream with oat cookies. Overall, very good.",4
Cozy place inside the shopping mall...nice chai beetroot latte,4
Great food and ambience. We were a bit neglected though. We weren't given utensils and service waters unlike the tables that sat before and after us.,4
I like how spacious the place is to dine in at if you want to find a not crowded place to hang out with your friends.,4
Nice cafe for gathering with friends,4
Lovely dinning atmosphere and good service. Food is nice,4
A monthly lunch meeting venue. No issues with food or staffing just a shame not see more diners guess sign of the Covid times,4
"Food was good, service was a little sloppy (confusing body language on where to sit, had to get my own baby chair) but it's understandable given the heavy weekend crowd",4
"Unlike the other cedeles which are more quick takeaways ,this is a proper sit down restaurant and a great selection of healthy food.the vegetarian ravioli is yumm.",4
Nice and quiet place. High tea quite steel.  Tea time set is affordable,4
"Nice food, nice ambient.",4
"Like it’s counterpart at Great World, absolutely appalling service. Food isn’t bad if you can ever get it.",4
"It is located conveniently at Wheelock Place, good for a break from shopping, or get a good wholesome healthy meal, which tastes fantastic.",4
Good Food and nice cakes. Service has improved and pleased with the service.,4
Enjoy the ambience here much. good for dates,4
Food is delicious.  The pasta arrabiata is fresh and spicy.,4
Healthy dining at decent prices. Always a local fave .,4
Good food and drinks,4
"Cozy environment. Serve drinks, pastry, cakes n Western food.",4
Nice ambience. Not so crowded even on weekend.,4
"Good wholesome food, interesting new meni",4
Good hide out but crowded on weekends.,4
Cozy ambience and ample space for families,4
Good wine and good food,4
"Very packed, reserve in advance.",4
Nice,4
Healthy food,4
